venta_id,cliente_id,fecha_venta,producto_id,cantidad,precio_unitario,total_venta,canal_venta,nombre_producto,categoria_id,nombre_categoria,año_venta,mes_venta,trimestre,clasificacion_venta
2026-043,26,2026-02-24,2,4,245132,980528,Tienda Física,Mouse,2,Accesorios,2026,2,1,Mediana
2026-044,73,2026-01-06,3,1,562631,562631,App,Teclado,2,Accesorios,2026,1,1,Mediana
2026-045,348,2026-01-13,2,4,769036,3076144,Tienda Física,Mouse,2,Accesorios,2026,1,1,Grande
2026-046,76,2026-01-27,3,3,534436,1603308,App,Teclado,2,Accesorios,2026,1,1,Grande
2026-047,211,2026-02-25,2,1,70653,70653,App,Mouse,2,Accesorios,2026,2,1,Pequeña
2026-048,492,2026-02-13,4,2,19795,39590,Web,Monitor,1,Tecnología,2026,2,1,Pequeña
2026-049,61,2026-01-10,3,1,2068682,2068682,Web,Teclado,2,Accesorios,2026,1,1,Grande
2026-050,479,2026-02-26,3,3,21009,63027,Web,Teclado,2,Accesorios,2026,2,1,Pequeña
2026-051,433,2026-01-27,6,2,336754,673508,Web,Tablet,1,Tecnología,2026,1,1,Mediana
2026-052,146,2026-02-17,6,1,621516,621516,Tienda Física,Tablet,1,Tecnología,2026,2,1,Mediana
2026-053,387,2026-01-15,4,1,198210,198210,App,Monitor,1,Tecnología,2026,1,1,Pequeña
2026-054,114,2026-02-08,3,4,90857,363428,App,Teclado,2,Accesorios,2026,2,1,Mediana
2026-055,102,2026-01-19,6,1,652216,652216,App,Tablet,1,Tecnología,2026,1,1,Mediana
2026-056,261,2026-02-27,3,3,728515,2185545,Tienda Física,Teclado,2,Accesorios,2026,2,1,Grande
2026-057,472,2026-02-17,2,1,400166,400166,Web,Mouse,2,Accesorios,2026,2,1,Mediana
2026-058,296,2026-02-05,6,2,616888,1233776,Tienda Física,Tablet,1,Tecnología,2026,2,1,Grande
2026-059,203,2026-02-21,5,1,394784,394784,Tienda Física,Audífonos,2,Accesorios,2026,2,1,Mediana
2026-060,475,2026-01-13,1,3,382333,1146999,Tienda Física,Notebook,1,Tecnología,2026,1,1,Grande
2026-061,380,2026-01-28,5,2,291941,583882,Web,Audífonos,2,Accesorios,2026,1,1,Mediana
2026-062,73,2026-02-15,2,4,613760,2455040,App,Mouse,2,Accesorios,2026,2,1,Grande
2026-063,43,2026-01-10,1,1,743307,743307,Web,Notebook,1,Tecnología,2026,1,1,Mediana
2026-064,187,2026-01-03,4,4,17928,71712,App,Monitor,1,Tecnología,2026,1,1,Pequeña
2026-065,439,2026-01-15,6,2,89064,178128,App,Tablet,1,Tecnología,2026,1,1,Pequeña
2026-066,24,2026-02-05,6,4,4764630,19058520,App,Tablet,1,Tecnología,2026,2,1,Grande
2026-067,280,2026-01-27,3,1,414189,414189,Tienda Física,Teclado,2,Accesorios,2026,1,1,Mediana
2026-068,447,2026-01-04,2,1,687751,687751,Web,Mouse,2,Accesorios,2026,1,1,Mediana
2026-069,249,2026-02-15,1,3,647233,1941699,App,Notebook,1,Tecnología,2026,2,1,Grande
2026-070,395,2026-01-17,2,3,404813,1214439,Tienda Física,Mouse,2,Accesorios,2026,1,1,Grande
2026-071,218,2026-01-11,5,1,115736,115736,Tienda Física,Audífonos,2,Accesorios,2026,1,1,Pequeña
2026-072,70,2026-01-13,1,2,446421,892842,App,Notebook,1,Tecnología,2026,1,1,Mediana
2026-073,56,2026-01-27,6,1,368062,368062,App,Tablet,1,Tecnología,2026,1,1,Mediana
2026-074,462,2026-02-05,2,1,768201,768201,App,Mouse,2,Accesorios,2026,2,1,Mediana
2026-075,64,2026-01-17,2,4,47361,189444,App,Mouse,2,Accesorios,2026,1,1,Pequeña
2026-076,405,2026-01-01,4,1,370704,370704,Tienda Física,Monitor,1,Tecnología,2026,1,1,Mediana
2026-077,289,2026-01-13,6,1,481449,481449,Tienda Física,Tablet,1,Tecnología,2026,1,1,Mediana
2026-078,476,2026-02-10,1,1,268430,268430,App,Notebook,1,Tecnología,2026,2,1,Mediana
2026-079,57,2026-02-18,1,4,267351,1069404,Tienda Física,Notebook,1,Tecnología,2026,2,1,Grande
2026-080,56,2026-01-06,1,4,495375,1981500,Web,Notebook,1,Tecnología,2026,1,1,Grande
2026-081,449,2026-02-11,1,1,305583,305583,App,Notebook,1,Tecnología,2026,2,1,Mediana
2026-082,131,2026-02-12,1,3,710731,2132193,Web,Notebook,1,Tecnología,2026,2,1,Grande
2026-083,434,2026-01-17,2,1,569031,569031,App,Mouse,2,Accesorios,2026,1,1,Mediana
2026-084,420,2026-01-12,5,1,216384,216384,App,Audífonos,2,Accesorios,2026,1,1,Mediana
2026-085,131,2026-01-04,3,1,173377,173377,Web,Teclado,2,Accesorios,2026,1,1,Pequeña
2026-086,178,2026-01-11,5,2,260703,521406,Tienda Física,Audífonos,2,Accesorios,2026,1,1,Mediana
2026-087,148,2026-02-23,6,4,403852,1615408,App,Tablet,1,Tecnología,2026,2,1,Grande
2026-088,226,2026-01-12,1,4,654821,2619284,Web,Notebook,1,Tecnología,2026,1,1,Grande
2026-089,382,2026-01-30,1,4,353822,1415288,Tienda Física,Notebook,1,Tecnología,2026,1,1,Grande
2026-090,27,2026-01-31,6,2,498121,996242,Tienda Física,Tablet,1,Tecnología,2026,1,1,Mediana
2026-091,12,2026-02-01,6,3,679727,2039181,Web,Tablet,1,Tecnología,2026,2,1,Grande
2026-092,237,2026-02-15,3,1,620108,620108,Web,Teclado,2,Accesorios,2026,2,1,Mediana
2026-093,458,2026-01-25,4,3,796166,2388498,Tienda Física,Monitor,1,Tecnología,2026,1,1,Grande
2026-094,203,2026-02-23,4,4,464581,1858324,Tienda Física,Monitor,1,Tecnología,2026,2,1,Grande
2026-095,383,2026-01-30,1,1,58458,58458,Tienda Física,Notebook,1,Tecnología,2026,1,1,Pequeña
2026-096,361,2026-02-17,6,2,437562,875124,Tienda Física,Tablet,1,Tecnología,2026,2,1,Mediana
2026-097,283,2026-01-04,5,2,394546,789092,Web,Audífonos,2,Accesorios,2026,1,1,Mediana
2026-098,410,2026-02-27,1,4,341922,1367688,Web,Notebook,1,Tecnología,2026,2,1,Grande
2026-099,173,2026-02-27,2,2,782470,1564940,Tienda Física,Mouse,2,Accesorios,2026,2,1,Grande
2026-100,156,2026-02-12,1,4,369267,1477068,Web,Notebook,1,Tecnología,2026,2,1,Grande
2026-101,322,2026-01-21,1,4,699317,2797268,Web,Notebook,1,Tecnología,2026,1,1,Grande
2026-102,137,2026-01-16,5,3,494540,1483620,Tienda Física,Audífonos,2,Accesorios,2026,1,1,Grande
2026-103,2,2026-02-11,2,4,572602,2290408,Web,Mouse,2,Accesorios,2026,2,1,Grande
2026-104,313,2026-01-03,1,3,156903,470709,App,Notebook,1,Tecnología,2026,1,1,Mediana
2026-105,141,2026-01-19,3,3,3512185,10536555,Web,Teclado,2,Accesorios,2026,1,1,Grande
2026-106,54,2026-01-23,6,2,143692,287384,App,Tablet,1,Tecnología,2026,1,1,Mediana
2026-107,178,2026-02-02,2,3,744750,2234250,App,Mouse,2,Accesorios,2026,2,1,Grande
2026-108,80,2026-01-31,3,1,528534,528534,Web,Teclado,2,Accesorios,2026,1,1,Mediana
2026-109,176,2026-01-28,6,2,779741,1559482,Web,Tablet,1,Tecnología,2026,1,1,Grande
2026-110,107,2026-01-26,3,1,71562,71562,App,Teclado,2,Accesorios,2026,1,1,Pequeña
2026-111,107,2026-01-17,1,1,744769,744769,Tienda Física,Notebook,1,Tecnología,2026,1,1,Mediana
2026-112,268,2026-01-05,6,2,139789,279578,Tienda Física,Tablet,1,Tecnología,2026,1,1,Mediana
2026-113,484,2026-02-27,3,4,376338,1505352,Tienda Física,Teclado,2,Accesorios,2026,2,1,Grande
2026-114,57,2026-01-04,1,3,494441,1483323,Tienda Física,Notebook,1,Tecnología,2026,1,1,Grande
2026-115,45,2026-01-19,4,1,799012,799012,Web,Monitor,1,Tecnología,2026,1,1,Mediana
2026-116,52,2026-01-03,2,3,325315,975945,Web,Mouse,2,Accesorios,2026,1,1,Mediana
2026-117,113,2026-02-09,4,4,43545,174180,Tienda Física,Monitor,1,Tecnología,2026,2,1,Pequeña
2026-118,325,2026-02-22,4,2,270123,540246,Tienda Física,Monitor,1,Tecnología,2026,2,1,Mediana
2026-119,181,2026-02-13,4,3,156192,468576,Tienda Física,Monitor,1,Tecnología,2026,2,1,Mediana
2026-120,74,2026-01-18,2,4,486182,1944728,Web,Mouse,2,Accesorios,2026,1,1,Grande
2026-121,291,2026-02-13,5,2,727278,1454556,Web,Audífonos,2,Accesorios,2026,2,1,Grande
2026-122,131,2026-02-02,3,1,321896,321896,Web,Teclado,2,Accesorios,2026,2,1,Mediana
2026-123,477,2026-01-14,2,2,106496,212992,App,Mouse,2,Accesorios,2026,1,1,Mediana
2026-124,219,2026-01-03,1,2,511935,1023870,Tienda Física,Notebook,1,Tecnología,2026,1,1,Grande
2026-125,341,2026-02-12,1,3,345076,1035228,Tienda Física,Notebook,1,Tecnología,2026,2,1,Grande
2026-126,213,2026-02-04,2,1,670601,670601,App,Mouse,2,Accesorios,2026,2,1,Mediana
2026-127,88,2026-02-24,3,1,548606,548606,Tienda Física,Teclado,2,Accesorios,2026,2,1,Mediana
2026-128,449,2026-01-19,4,1,759045,759045,App,Monitor,1,Tecnología,2026,1,1,Mediana
2026-129,433,2026-02-26,6,2,523904,1047808,Tienda Física,Tablet,1,Tecnología,2026,2,1,Grande
2026-130,142,2026-01-13,4,4,251504,1006016,App,Monitor,1,Tecnología,2026,1,1,Grande
2026-131,497,2026-02-08,4,3,676469,2029407,Web,Monitor,1,Tecnología,2026,2,1,Grande
2026-132,161,2026-01-31,5,1,155093,155093,Tienda Física,Audífonos,2,Accesorios,2026,1,1,Pequeña
2026-133,473,2026-02-21,6,1,426460,426460,App,Tablet,1,Tecnología,2026,2,1,Mediana
2026-134,472,2026-02-19,2,1,538058,538058,App,Mouse,2,Accesorios,2026,2,1,Mediana
2026-135,433,2026-02-01,4,3,630140,1890420,Web,Monitor,1,Tecnología,2026,2,1,Grande
2026-136,225,2026-01-05,2,1,704519,704519,Tienda Física,Mouse,2,Accesorios,2026,1,1,Mediana
2026-137,61,2026-01-22,4,3,438734,1316202,Web,Monitor,1,Tecnología,2026,1,1,Grande
2026-138,189,2026-02-01,6,4,136865,547460,Web,Tablet,1,Tecnología,2026,2,1,Mediana
2026-139,263,2026-01-28,1,1,596864,596864,Web,Notebook,1,Tecnología,2026,1,1,Mediana
2026-140,456,2026-01-05,4,4,567985,2271940,Web,Monitor,1,Tecnología,2026,1,1,Grande
2026-141,121,2026-02-27,5,2,773361,1546722,App,Audífonos,2,Accesorios,2026,2,1,Grande
2026-142,385,2026-01-26,4,3,172357,517071,Web,Monitor,1,Tecnología,2026,1,1,Mediana
2026-143,289,2026-02-14,4,4,535204,2140816,Tienda Física,Monitor,1,Tecnología,2026,2,1,Grande
2026-144,248,2026-01-31,2,3,131937,395811,App,Mouse,2,Accesorios,2026,1,1,Mediana
2026-145,12,2026-02-20,1,2,636683,1273366,App,Notebook,1,Tecnología,2026,2,1,Grande
2026-146,137,2026-01-24,2,3,559391,1678173,App,Mouse,2,Accesorios,2026,1,1,Grande
2026-147,334,2026-02-02,5,3,35825,107475,App,Audífonos,2,Accesorios,2026,2,1,Pequeña
2026-148,408,2026-01-07,1,1,76433,76433,Tienda Física,Notebook,1,Tecnología,2026,1,1,Pequeña
2026-149,21,2026-02-01,3,1,456880,456880,Web,Teclado,2,Accesorios,2026,2,1,Mediana
2026-150,167,2026-02-06,4,4,494137,1976548,Web,Monitor,1,Tecnología,2026,2,1,Grande
2026-151,281,2026-01-19,1,1,789521,789521,App,Notebook,1,Tecnología,2026,1,1,Mediana
2026-152,20,2026-01-29,2,1,360697,360697,App,Mouse,2,Accesorios,2026,1,1,Mediana
2026-153,17,2026-01-04,4,1,631029,631029,App,Monitor,1,Tecnología,2026,1,1,Mediana
2026-154,84,2026-01-18,3,3,512066,1536198,App,Teclado,2,Accesorios,2026,1,1,Grande
2026-155,440,2026-01-17,4,4,57367,229468,Tienda Física,Monitor,1,Tecnología,2026,1,1,Mediana
2026-156,421,2026-01-27,5,1,678640,678640,Web,Audífonos,2,Accesorios,2026,1,1,Mediana
2026-157,4,2026-02-01,6,4,254697,1018788,App,Tablet,1,Tecnología,2026,2,1,Grande
2026-158,355,2026-01-31,5,4,685616,2742464,Tienda Física,Audífonos,2,Accesorios,2026,1,1,Grande
2026-159,381,2026-02-07,4,3,609608,1828824,App,Monitor,1,Tecnología,2026,2,1,Grande
2026-160,482,2026-02-25,3,4,283363,1133452,App,Teclado,2,Accesorios,2026,2,1,Grande
2026-161,33,2026-01-04,2,4,241615,966460,Tienda Física,Mouse,2,Accesorios,2026,1,1,Mediana
2026-162,348,2026-02-21,5,3,607839,1823517,Web,Audífonos,2,Accesorios,2026,2,1,Grande
2026-163,496,2026-01-09,3,1,572453,572453,Web,Teclado,2,Accesorios,2026,1,1,Mediana
2026-164,457,2026-02-14,3,1,358152,358152,App,Teclado,2,Accesorios,2026,2,1,Mediana
2026-165,125,2026-01-06,3,1,79835,79835,Web,Teclado,2,Accesorios,2026,1,1,Pequeña
2026-166,439,2026-01-18,5,3,329055,987165,Web,Audífonos,2,Accesorios,2026,1,1,Mediana
2026-167,338,2026-01-08,1,3,584901,1754703,Tienda Física,Notebook,1,Tecnología,2026,1,1,Grande
2026-168,25,2026-02-09,2,1,576966,576966,Tienda Física,Mouse,2,Accesorios,2026,2,1,Mediana
2026-169,338,2026-02-02,2,1,197486,197486,Tienda Física,Mouse,2,Accesorios,2026,2,1,Pequeña
2026-170,146,2026-01-16,5,1,694815,694815,Tienda Física,Audífonos,2,Accesorios,2026,1,1,Mediana
2026-171,38,2026-02-17,1,3,733380,2200140,Web,Notebook,1,Tecnología,2026,2,1,Grande
2026-172,160,2026-01-16,6,2,706314,1412628,Web,Tablet,1,Tecnología,2026,1,1,Grande
2026-173,144,2026-01-27,4,1,54772,54772,Web,Monitor,1,Tecnología,2026,1,1,Pequeña
2026-174,269,2026-01-03,5,4,49080,196320,Tienda Física,Audífonos,2,Accesorios,2026,1,1,Pequeña
2026-175,33,2026-02-13,1,2,326855,653710,Web,Notebook,1,Tecnología,2026,2,1,Mediana
2026-176,489,2026-02-08,2,2,545580,1091160,Tienda Física,Mouse,2,Accesorios,2026,2,1,Grande
2026-177,100,2026-02-15,5,1,618481,618481,Tienda Física,Audífonos,2,Accesorios,2026,2,1,Mediana
2026-178,197,2026-02-08,6,3,635686,1907058,App,Tablet,1,Tecnología,2026,2,1,Grande
2026-179,242,2026-01-27,5,1,787110,787110,App,Audífonos,2,Accesorios,2026,1,1,Mediana
2026-180,138,2026-02-10,1,1,742943,742943,App,Notebook,1,Tecnología,2026,2,1,Mediana
2026-181,183,2026-01-17,5,1,467301,467301,Tienda Física,Audífonos,2,Accesorios,2026,1,1,Mediana
2026-182,374,2026-02-21,4,1,50136,50136,App,Monitor,1,Tecnología,2026,2,1,Pequeña
2026-183,480,2026-01-22,2,1,391050,391050,Tienda Física,Mouse,2,Accesorios,2026,1,1,Mediana
2026-184,333,2026-01-12,3,1,607456,607456,Web,Teclado,2,Accesorios,2026,1,1,Mediana
2026-185,461,2026-01-07,5,1,370701,370701,Tienda Física,Audífonos,2,Accesorios,2026,1,1,Mediana
2026-186,216,2026-01-30,5,1,500576,500576,Web,Audífonos,2,Accesorios,2026,1,1,Mediana
2026-187,262,2026-01-02,1,3,776164,2328492,App,Notebook,1,Tecnología,2026,1,1,Grande
2026-188,400,2026-02-14,5,3,226351,679053,Tienda Física,Audífonos,2,Accesorios,2026,2,1,Mediana
2026-189,110,2026-02-05,3,2,232071,464142,App,Teclado,2,Accesorios,2026,2,1,Mediana
2026-190,10,2026-01-13,1,1,371732,371732,Web,Notebook,1,Tecnología,2026,1,1,Mediana
2026-191,471,2026-02-05,3,3,398550,1195650,Tienda Física,Teclado,2,Accesorios,2026,2,1,Grande
2026-192,15,2026-01-18,3,1,108662,108662,Tienda Física,Teclado,2,Accesorios,2026,1,1,Pequeña
2026-193,427,2026-02-09,1,4,383221,1532884,Web,Notebook,1,Tecnología,2026,2,1,Grande
2026-194,413,2026-01-31,2,4,17032,68128,Tienda Física,Mouse,2,Accesorios,2026,1,1,Pequeña
2026-195,259,2026-02-10,4,3,589552,1768656,Tienda Física,Monitor,1,Tecnología,2026,2,1,Grande
2026-196,115,2026-02-05,5,2,444895,889790,Web,Audífonos,2,Accesorios,2026,2,1,Mediana
2026-197,84,2026-02-06,5,1,575764,575764,App,Audífonos,2,Accesorios,2026,2,1,Mediana
2026-198,91,2026-02-08,6,4,390355,1561420,Tienda Física,Tablet,1,Tecnología,2026,2,1,Grande
2026-199,175,2026-01-19,6,4,126189,504756,Tienda Física,Tablet,1,Tecnología,2026,1,1,Mediana
2026-200,223,2026-01-14,1,1,133980,133980,Tienda Física,Notebook,1,Tecnología,2026,1,1,Pequeña
2026-201,316,2026-02-17,6,2,345689,691378,Tienda Física,Tablet,1,Tecnología,2026,2,1,Mediana
2026-202,165,2026-02-14,3,2,229073,458146,Web,Teclado,2,Accesorios,2026,2,1,Mediana
2026-203,333,2026-01-19,3,2,678795,1357590,Web,Teclado,2,Accesorios,2026,1,1,Grande
2026-204,296,2026-02-09,6,4,495825,1983300,App,Tablet,1,Tecnología,2026,2,1,Grande
2026-205,48,2026-02-20,3,1,375750,375750,Tienda Física,Teclado,2,Accesorios,2026,2,1,Mediana
2026-206,188,2026-01-08,6,4,532058,2128232,Web,Tablet,1,Tecnología,2026,1,1,Grande
2026-207,346,2026-01-06,2,4,414062,1656248,Web,Mouse,2,Accesorios,2026,1,1,Grande
2026-208,469,2026-01-28,2,3,745634,2236902,App,Mouse,2,Accesorios,2026,1,1,Grande
2026-209,24,2026-01-26,4,1,731975,731975,Tienda Física,Monitor,1,Tecnología,2026,1,1,Mediana
2026-210,120,2026-01-02,3,4,290488,1161952,Web,Teclado,2,Accesorios,2026,1,1,Grande
2026-211,372,2026-02-11,4,1,654673,654673,Web,Monitor,1,Tecnología,2026,2,1,Mediana
2026-212,420,2026-02-05,1,4,565656,2262624,Web,Notebook,1,Tecnología,2026,2,1,Grande
2026-213,255,2026-02-11,4,2,593072,1186144,Web,Monitor,1,Tecnología,2026,2,1,Grande
2026-214,174,2026-01-18,6,1,549068,549068,App,Tablet,1,Tecnología,2026,1,1,Mediana
2026-215,338,2026-02-17,4,4,338206,1352824,Web,Monitor,1,Tecnología,2026,2,1,Grande
2026-216,119,2026-01-17,3,4,684502,2738008,App,Teclado,2,Accesorios,2026,1,1,Grande
2026-217,288,2026-02-26,6,3,303362,910086,Web,Tablet,1,Tecnología,2026,2,1,Mediana
2026-218,303,2026-01-22,6,2,119084,238168,Web,Tablet,1,Tecnología,2026,1,1,Mediana
2026-219,285,2026-02-24,5,2,310706,621412,App,Audífonos,2,Accesorios,2026,2,1,Mediana
2026-220,467,2026-02-04,5,3,386749,1160247,Web,Audífonos,2,Accesorios,2026,2,1,Grande
2026-221,141,2026-01-08,2,2,645589,1291178,Web,Mouse,2,Accesorios,2026,1,1,Grande
2026-222,172,2026-01-07,4,3,740151,2220453,App,Monitor,1,Tecnología,2026,1,1,Grande
2026-223,151,2026-01-13,3,2,637797,1275594,Web,Teclado,2,Accesorios,2026,1,1,Grande
2026-224,21,2026-02-02,1,3,458402,1375206,App,Notebook,1,Tecnología,2026,2,1,Grande
2026-225,3,2026-02-04,3,4,198392,793568,App,Teclado,2,Accesorios,2026,2,1,Mediana
2026-226,454,2026-02-02,1,4,246502,986008,Tienda Física,Notebook,1,Tecnología,2026,2,1,Mediana
2026-227,24,2026-01-13,5,1,569849,569849,Tienda Física,Audífonos,2,Accesorios,2026,1,1,Mediana
2026-228,332,2026-01-30,5,1,261227,261227,App,Audífonos,2,Accesorios,2026,1,1,Mediana
2026-229,44,2026-02-18,3,3,760310,2280930,Tienda Física,Teclado,2,Accesorios,2026,2,1,Grande
2026-230,316,2026-02-25,2,1,137192,137192,Tienda Física,Mouse,2,Accesorios,2026,2,1,Pequeña
2026-231,357,2026-02-02,3,4,461457,1845828,Tienda Física,Teclado,2,Accesorios,2026,2,1,Grande
2026-232,445,2026-02-01,3,3,760782,2282346,App,Teclado,2,Accesorios,2026,2,1,Grande
2026-233,401,2026-02-11,2,3,779606,2338818,App,Mouse,2,Accesorios,2026,2,1,Grande
2026-234,245,2026-02-04,3,2,610139,1220278,Tienda Física,Teclado,2,Accesorios,2026,2,1,Grande
2026-235,317,2026-01-25,4,1,216659,216659,App,Monitor,1,Tecnología,2026,1,1,Mediana
2026-236,223,2026-02-22,4,2,420789,841578,Tienda Física,Monitor,1,Tecnología,2026,2,1,Mediana
2026-237,175,2026-01-17,1,3,389989,1169967,App,Notebook,1,Tecnología,2026,1,1,Grande
2026-238,206,2026-01-13,1,2,244745,489490,Tienda Física,Notebook,1,Tecnología,2026,1,1,Mediana
2026-239,43,2026-01-13,2,4,779646,3118584,Tienda Física,Mouse,2,Accesorios,2026,1,1,Grande
2026-240,438,2026-02-10,2,3,41017,123051,Tienda Física,Mouse,2,Accesorios,2026,2,1,Pequeña
2026-241,271,2026-02-12,4,4,410850,1643400,Web,Monitor,1,Tecnología,2026,2,1,Grande
2026-242,194,2026-01-13,2,4,730566,2922264,Web,Mouse,2,Accesorios,2026,1,1,Grande
2026-243,491,2026-01-31,3,3,682633,2047899,App,Teclado,2,Accesorios,2026,1,1,Grande
2026-244,381,2026-02-01,4,1,600555,600555,App,Monitor,1,Tecnología,2026,2,1,Mediana
2026-245,370,2026-01-09,2,4,762254,3049016,Tienda Física,Mouse,2,Accesorios,2026,1,1,Grande
2026-246,114,2026-01-03,3,3,701495,2104485,Web,Teclado,2,Accesorios,2026,1,1,Grande
2026-247,194,2026-01-22,6,1,384195,384195,Web,Tablet,1,Tecnología,2026,1,1,Mediana
2026-248,244,2026-01-11,6,2,391977,783954,App,Tablet,1,Tecnología,2026,1,1,Mediana
2026-249,17,2026-01-13,4,3,733486,2200458,App,Monitor,1,Tecnología,2026,1,1,Grande
2026-250,419,2026-02-17,3,2,499572,999144,App,Teclado,2,Accesorios,2026,2,1,Mediana
2026-251,368,2026-02-24,1,1,394922,394922,Tienda Física,Notebook,1,Tecnología,2026,2,1,Mediana
2026-252,372,2026-01-28,5,2,446770,893540,Tienda Física,Audífonos,2,Accesorios,2026,1,1,Mediana
2026-253,381,2026-01-15,6,1,798427,798427,Web,Tablet,1,Tecnología,2026,1,1,Mediana
2026-254,308,2026-02-20,3,2,401776,803552,Tienda Física,Teclado,2,Accesorios,2026,2,1,Mediana
2026-255,55,2026-01-29,5,3,649218,1947654,Web,Audífonos,2,Accesorios,2026,1,1,Grande
2026-256,215,2026-02-12,4,3,58591,175773,App,Monitor,1,Tecnología,2026,2,1,Pequeña
2026-257,139,2026-01-01,3,3,174486,523458,Web,Teclado,2,Accesorios,2026,1,1,Mediana
2026-258,96,2026-02-14,1,1,745062,745062,Tienda Física,Notebook,1,Tecnología,2026,2,1,Mediana
2026-259,349,2026-01-07,4,2,576752,1153504,Tienda Física,Monitor,1,Tecnología,2026,1,1,Grande
2026-260,416,2026-02-20,6,4,382598,1530392,Web,Tablet,1,Tecnología,2026,2,1,Grande
2026-261,36,2026-01-27,3,1,385665,385665,Web,Teclado,2,Accesorios,2026,1,1,Mediana
2026-262,111,2026-02-05,1,4,113565,454260,Web,Notebook,1,Tecnología,2026,2,1,Mediana
2026-263,471,2026-01-15,5,4,2181601,8726404,App,Audífonos,2,Accesorios,2026,1,1,Grande
2026-264,161,2026-01-29,3,3,270300,810900,Web,Teclado,2,Accesorios,2026,1,1,Mediana
2026-265,454,2026-02-10,2,2,594808,1189616,Web,Mouse,2,Accesorios,2026,2,1,Grande
2026-266,401,2026-01-30,1,4,295356,1181424,App,Notebook,1,Tecnología,2026,1,1,Grande
2026-267,458,2026-02-05,3,1,126481,126481,Tienda Física,Teclado,2,Accesorios,2026,2,1,Pequeña
2026-268,391,2026-02-25,2,3,792702,2378106,App,Mouse,2,Accesorios,2026,2,1,Grande
2026-269,131,2026-01-31,6,3,692433,2077299,Tienda Física,Tablet,1,Tecnología,2026,1,1,Grande
2026-270,478,2026-01-07,3,2,542669,1085338,Web,Teclado,2,Accesorios,2026,1,1,Grande
2026-271,24,2026-02-13,4,3,703852,2111556,Web,Monitor,1,Tecnología,2026,2,1,Grande
2026-272,55,2026-01-29,5,2,375213,750426,App,Audífonos,2,Accesorios,2026,1,1,Mediana
2026-273,211,2026-02-20,2,1,694765,694765,Web,Mouse,2,Accesorios,2026,2,1,Mediana
2026-274,158,2026-02-12,3,3,27529,82587,Tienda Física,Teclado,2,Accesorios,2026,2,1,Pequeña
2026-275,381,2026-02-22,1,1,716376,716376,Web,Notebook,1,Tecnología,2026,2,1,Mediana
2026-276,362,2026-01-05,5,3,175301,525903,Web,Audífonos,2,Accesorios,2026,1,1,Mediana
2026-277,483,2026-01-20,3,3,692527,2077581,App,Teclado,2,Accesorios,2026,1,1,Grande
2026-278,269,2026-02-23,5,3,294732,884196,Web,Audífonos,2,Accesorios,2026,2,1,Mediana
2026-279,95,2026-01-21,1,2,672997,1345994,Tienda Física,Notebook,1,Tecnología,2026,1,1,Grande
2026-280,2,2026-02-03,2,1,786385,786385,Tienda Física,Mouse,2,Accesorios,2026,2,1,Mediana
2026-281,336,2026-02-26,3,4,674406,2697624,App,Teclado,2,Accesorios,2026,2,1,Grande
2026-282,212,2026-02-11,1,2,136417,272834,Tienda Física,Notebook,1,Tecnología,2026,2,1,Mediana
2026-283,221,2026-02-26,1,2,636679,1273358,Tienda Física,Notebook,1,Tecnología,2026,2,1,Grande
2026-284,440,2026-02-14,4,4,153635,614540,App,Monitor,1,Tecnología,2026,2,1,Mediana
2026-285,88,2026-01-14,3,2,235784,471568,Web,Teclado,2,Accesorios,2026,1,1,Mediana
2026-286,141,2026-02-23,4,3,670715,2012145,Tienda Física,Monitor,1,Tecnología,2026,2,1,Grande
2026-287,200,2026-02-23,2,2,229678,459356,App,Mouse,2,Accesorios,2026,2,1,Mediana
2026-288,492,2026-01-23,5,2,295385,590770,Tienda Física,Audífonos,2,Accesorios,2026,1,1,Mediana
2026-289,416,2026-02-10,4,2,458540,917080,Tienda Física,Monitor,1,Tecnología,2026,2,1,Mediana
2026-290,430,2026-01-08,2,1,758371,758371,Tienda Física,Mouse,2,Accesorios,2026,1,1,Mediana
2026-291,326,2026-01-18,3,4,300667,1202668,Tienda Física,Teclado,2,Accesorios,2026,1,1,Grande
2026-292,490,2026-01-21,1,1,641256,641256,App,Notebook,1,Tecnología,2026,1,1,Mediana
2026-293,387,2026-02-07,2,4,563838,2255352,App,Mouse,2,Accesorios,2026,2,1,Grande
2026-294,411,2026-02-27,4,3,661712,1985136,App,Monitor,1,Tecnología,2026,2,1,Grande
2026-295,26,2026-02-06,3,4,726861,2907444,Tienda Física,Teclado,2,Accesorios,2026,2,1,Grande
2026-296,95,2026-01-12,3,1,351447,351447,Tienda Física,Teclado,2,Accesorios,2026,1,1,Mediana
2026-297,249,2026-02-01,3,1,318792,318792,Tienda Física,Teclado,2,Accesorios,2026,2,1,Mediana
2026-298,12,2026-02-20,5,4,757520,3030080,App,Audífonos,2,Accesorios,2026,2,1,Grande
2026-299,136,2026-01-22,4,1,780008,780008,Tienda Física,Monitor,1,Tecnología,2026,1,1,Mediana
2026-300,279,2026-02-16,4,4,499987,1999948,Tienda Física,Monitor,1,Tecnología,2026,2,1,Grande
